loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-005219,BAY-01,MTR-728,DISP-05219,OMC-020,Mombasa (KOSF),HFO,32918,27.0,822.1,2026-06-04 15:26:50
LOAD-004289,BAY-06,MTR-653,DISP-04289,OMC-001,Mombasa (KOSF),HFO,34045,22.0,775.3,2025-03-14 13:33:22
LOAD-006101,BAY-05,MTR-237,DISP-06101,OMC-013,Kisumu,PMS,35211,25.4,721.5,2025-12-31 12:43:56
LOAD-008375,BAY-08,MTR-893,DISP-08375,OMC-015,Nairobi,AGO,59598,30.3,809.1,08/02/2025
LOAD-007128,BAY-07,MTR-756,DISP-07128,OMC-005,Mombasa (KOSF),HFO,40707,23.9,731.0,11/02/2026
LOAD-001691,BAY-01,MTR-238,DISP-01691,OMC-011,Mombasa (KOSF),AGO,43319,25.6,832.8,2026-05-08 03:36:00
LOAD-009337,BAY-08,MTR-701,DISP-09337,OMC-016,Eldoret,JETA1,37333,30.4,792.0,23/06/2025
LOAD-001842,BAY-05,MTR-606,DISP-01842,OMC-017,Eldoret,PMS,52108,27.5,800.6,2026-03-13 23:56:02
LOAD-000404,BAY-07,MTR-688,,OMC-009,Kisumu,LPG,30657,28.5,820.2,2026-04-02 00:40:59
LOAD-003804,BAY-11,MTR-715,DISP-03804,OMC-007,Eldoret,HFO,49025,20.1,736.6,2025-02-26 18:38:37
LOAD-002452,BAY-12,MTR-365,DISP-02452,OMC-005,Nairobi,LUB,56532,21.8,783.3,2026-02-06 11:13:51
LOAD-009941,BAY-07,MTR-373,DISP-09941,OMC-002,Mombasa (Kipevu),LUB,29876,30.1,726.0,2026-04-04 22:49:41
LOAD-003213,BAY-02,MTR-376,,OMC-004,Kisumu,HFO,47173,29.3,802.7,2026-02-18 05:15:28
LOAD-005590,BAY-05,MTR-195,DISP-05590,OMC-008,Nairobi,DPK,31953,29.2,752.5,2026-06-15 01:10:35
LOAD-003165,BAY-08,MTR-175,DISP-03165,OMC-006,Mombasa (KOSF),HFO,46968,25.3,783.7,2026-06-03 23:44:54
LOAD-001348,BAY-10,MTR-900,DISP-01348,OMC-015,Nairobi,AGO,43952,24.6,818.6,2025-06-07 17:04:53
LOAD-006005,BAY-02,MTR-454,DISP-06005,OMC-012,Kisumu,DPK,37512,30.5,761.2,2026-03-28 10:41:09
LOAD-002620,BAY-06,MTR-416,DISP-02620,OMC-007,Mombasa (Kipevu),HFO,55098,26.6,735.2,2026-04-04 00:18:37
LOAD-000159,BAY-06,MTR-879,DISP-00159,OMC-005,Nairobi,DPK,24262,21.6,744.4,2026-03-21 23:04:46
LOAD-005184,BAY-10,MTR-485,DISP-05184,OMC-011,Kisumu,LPG,53240,21.6,807.0,2026-03-20 19:18:47
LOAD-008804,BAY-05,MTR-788,DISP-08804,OMC-004,Mombasa (KOSF),PMS,39038,31.1,814.3,2026-02-09 23:35:15
LOAD-009459,BAY-10,MTR-558,DISP-09459,OMC-008,Kisumu,DPK,45014,22.3,790.2,2025-06-12 15:50:53
LOAD-004208,BAY-09,MTR-248,DISP-04208,OMC-020,Mombasa (KOSF),JETA1,50288,25.3,722.0,24/09/2025
LOAD-007354,BAY-07,MTR-530,DISP-07354,OMC-015,Nairobi,AGO,38625,22.0,826.4,2025-02-07 16:25:50
LOAD-005651,BAY-03,MTR-859,DISP-05651,OMC-007,Kisumu,HFO,43487,20.6,845.2,2025-01-18 05:28:48
LOAD-004457,BAY-04,MTR-786,DISP-04457,OMC-001,Mombasa (Kipevu),HFO,27266,22.0,815.3,2026-01-27 09:58:51
LOAD-006987,BAY-11,MTR-917,DISP-06987,OMC-002,Kisumu,LPG,37634,24.5,724.7,2025-01-31 06:20:55
LOAD-006852,BAY-11,MTR-699,DISP-06852,OMC-008,Kisumu,JETA1,30034,25.0,774.8,2026-05-29 20:17:52
LOAD-006069,BAY-12,MTR-441,DISP-06069,OMC-010,Eldoret,LUB,48025,27.3,756.6,2025-06-21 01:36:37
LOAD-009091,BAY-11,MTR-961,DISP-09091,OMC-012,Mombasa (KOSF),AGO,40193,21.3,826.2,
LOAD-006479,BAY-05,MTR-166,DISP-06479,OMC-017,Mombasa (Kipevu),HFO,54621,23.4,773.7,2025-07-03 02:03:42
LOAD-001871,BAY-11,MTR-518,DISP-01871,OMC-009,Kisumu,JETA1,56933,28.0,756.5,
LOAD-002401,BAY-09,MTR-481,DISP-02401,OMC-019,Mombasa (KOSF),LUB,29738,28.1,839.3,2025-09-23 00:57:33
LOAD-004865,BAY-09,MTR-318,DISP-04865,OMC-016,Eldoret,HFO,39794,23.0,722.1,2026-06-18 15:24:58
LOAD-006829,BAY-03,MTR-194,DISP-06829,OMC-002,Kisumu,JETA1,34615,21.1,780.6,2026-02-25 17:14:53
LOAD-008954,BAY-07,MTR-717,DISP-08954,OMC-012,Mombasa (Kipevu),HFO,53437,29.3,777.9,2026-03-06 19:08:54
LOAD-003614,BAY-01,MTR-194,DISP-03614,OMC-011,Mombasa (KOSF),HFO,33105,23.2,809.0,2025-02-11 01:08:32
LOAD-006152,BAY-04,MTR-896,DISP-06152,OMC-011,Mombasa (Kipevu),PMS,47742,29.0,763.7,2026-02-18 15:16:18
LOAD-007194,BAY-10,MTR-222,DISP-07194,OMC-020,Kisumu,JETA1,26151,24.6,793.3,2026-02-02 09:49:45
LOAD-009030,BAY-03,MTR-885,DISP-09030,OMC-014,Eldoret,HFO,37460,27.8,742.1,2026-03-25 01:22:13
LOAD-001633,BAY-07,MTR-608,DISP-01633,OMC-015,Nairobi,DPK,22824,22.4,788.2,2025-02-26 20:06:16
LOAD-009381,BAY-04,MTR-749,DISP-09381,OMC-005,Eldoret,AGO,22910,27.4,734.6,2026-04-19 13:21:14
LOAD-001269,BAY-07,MTR-944,DISP-01269,OMC-013,Mombasa (KOSF),HFO,45765,20.9,770.3,2025-03-14 01:12:39
LOAD-000018,BAY-10,MTR-867,DISP-00018,OMC-002,Eldoret,LUB,55365,31.2,832.4,2026-01-02 07:38:55
LOAD-007964,BAY-03,MTR-529,DISP-07964,OMC-009,Eldoret,HFO,32931,21.1,777.7,2025-08-10 10:22:17
LOAD-009121,BAY-10,MTR-598,DISP-09121,OMC-014,Kisumu,DPK,26932,21.8,827.9,2025-01-09 16:06:40
LOAD-003693,BAY-01,MTR-632,DISP-03693,OMC-009,Kisumu,AGO,52356,29.2,847.6,2025-04-25 14:54:15
LOAD-007276,BAY-05,MTR-420,DISP-07276,OMC-016,Kisumu,LUB,45677,29.7,760.8,2026-05-20 19:38:50
LOAD-000523,BAY-02,MTR-919,DISP-00523,OMC-013,Kisumu,LPG,25959,27.5,770.3,2026-05-02 22:03:11
LOAD-006522,BAY-02,MTR-371,DISP-06522,OMC-009,Kisumu,LPG,23242,30.1,787.4,2026-05-26 22:53:36
LOAD-008324,BAY-01,MTR-921,DISP-08324,OMC-008,Eldoret,AGO,35172,21.4,832.4,2025-11-09 22:35:05
LOAD-009026,BAY-07,MTR-891,DISP-09026,OMC-014,Nairobi,JETA1,55517,24.3,793.6,2025-12-11 10:59:40
LOAD-000504,BAY-11,MTR-447,DISP-00504,OMC-014,Mombasa (Kipevu),JETA1,40305,30.2,813.0,2025-01-22 05:52:26
LOAD-000450,BAY-07,MTR-534,DISP-00450,OMC-001,Mombasa (KOSF),LPG,27234,22.7,734.7,2025-04-12 07:47:31
LOAD-001023,BAY-07,MTR-577,DISP-01023,OMC-019,Mombasa (Kipevu),PMS,56147,24.5,746.6,2025-05-24 23:37:55
LOAD-004315,BAY-09,MTR-235,DISP-04315,OMC-004,Nairobi,DPK,33811,27.6,809.1,2026-03-11 19:42:20
LOAD-006656,BAY-10,MTR-483,,OMC-010,Mombasa (KOSF),LPG,45146,24.2,725.3,2025-08-22 11:53:32
LOAD-008490,BAY-06,MTR-537,DISP-08490,OMC-012,Kisumu,DPK,53783,31.4,770.5,2026-02-11 13:04:28
LOAD-002603,BAY-05,MTR-858,DISP-02603,OMC-019,Nairobi,LUB,27588,25.5,828.4,2025-01-25 04:46:15
LOAD-008456,BAY-05,MTR-407,DISP-08456,OMC-008,Nairobi,JETA1,21468,30.5,816.2,2026-04-28 16:03:53
LOAD-003754,BAY-09,MTR-385,DISP-03754,OMC-002,Eldoret,LPG,34158,23.5,734.1,2025-07-06 02:41:37
LOAD-001055,BAY-10,MTR-633,DISP-01055,OMC-012,Kisumu,DPK,23409,21.4,737.7,2026-04-25 12:19:57
LOAD-008546,BAY-06,MTR-894,DISP-08546,OMC-012,Mombasa (Kipevu),PMS,29906,23.1,759.3,2026-04-21 04:01:18
LOAD-000684,BAY-08,MTR-522,DISP-00684,OMC-010,Kisumu,AGO,58022,27.7,822.0,2026-03-07 07:42:50
LOAD-002340,BAY-09,MTR-193,DISP-02340,OMC-016,Mombasa (KOSF),LUB,58859,25.4,809.5,2025-02-12 15:31:11
LOAD-003068,BAY-12,MTR-335,DISP-03068,OMC-007,Mombasa (KOSF),AGO,51049,21.3,730.5,2026-06-17 00:15:06
LOAD-006905,BAY-07,MTR-277,DISP-06905,OMC-007,Mombasa (KOSF),JETA1,20671,27.3,820.1,2026-02-04 20:29:41
LOAD-008104,BAY-11,MTR-319,DISP-08104,OMC-010,Mombasa (Kipevu),LUB,53564,22.2,781.4,2025-03-20 19:57:23
LOAD-007438,BAY-05,MTR-119,DISP-07438,OMC-014,Mombasa (Kipevu),AGO,43505,29.4,813.3,31/10/2025
LOAD-003632,BAY-04,MTR-122,DISP-03632,OMC-007,Kisumu,LPG,31019,24.5,720.3,2025-01-24 21:38:44
LOAD-008128,BAY-09,MTR-787,DISP-08128,OMC-019,Eldoret,PMS,22478,22.6,757.4,2025-12-06 16:30:56
LOAD-003770,BAY-07,MTR-120,DISP-03770,OMC-002,Kisumu,AGO,57926,31.8,726.9,2026-02-17 18:44:48
LOAD-004317,BAY-02,MTR-813,DISP-04317,OMC-006,Nairobi,PMS,36303,28.9,821.6,2025-07-14 06:13:31
LOAD-009542,BAY-06,MTR-242,DISP-09542,OMC-019,Eldoret,AGO,40229,30.1,846.3,2025-03-06 14:42:15
LOAD-006984,BAY-11,MTR-775,DISP-06984,OMC-002,Eldoret,AGO,38976,27.5,818.1,2025-01-05 00:43:33
LOAD-003425,BAY-07,MTR-955,DISP-03425,OMC-016,Nairobi,AGO,24139,27.3,735.4,2026-03-13 23:51:22
LOAD-009405,BAY-01,MTR-972,DISP-09405,OMC-003,Eldoret,JETA1,26175,24.0,765.9,2025-01-24 22:12:34
LOAD-009441,BAY-05,MTR-464,DISP-09441,OMC-010,Mombasa (Kipevu),DPK,57871,31.7,816.5,2026-05-20 23:09:45
LOAD-004218,BAY-09,MTR-102,DISP-04218,OMC-012,Mombasa (KOSF),HFO,42096,31.0,746.0,2026-02-10 18:37:55
LOAD-007383,BAY-04,MTR-535,DISP-07383,OMC-007,Eldoret,LUB,49232,27.3,841.0,22/12/2025
LOAD-001184,BAY-12,MTR-911,DISP-01184,OMC-004,Eldoret,LUB,24905,22.8,778.4,2026-02-06 20:12:17
LOAD-003975,BAY-01,MTR-941,DISP-03975,OMC-015,Eldoret,JETA1,42580,25.4,825.0,2025-02-22 03:04:28
LOAD-008446,BAY-10,MTR-602,DISP-08446,OMC-006,Mombasa (Kipevu),PMS,52595,26.5,846.0,2025-10-12 15:02:25
LOAD-002361,BAY-09,MTR-321,DISP-02361,OMC-007,Mombasa (KOSF),LPG,29813,27.7,788.9,2025-08-04 13:27:19
LOAD-002374,BAY-10,MTR-638,DISP-02374,OMC-020,Kisumu,PMS,22029,20.9,777.4,2025-12-15 09:26:12
LOAD-000629,BAY-08,MTR-504,DISP-00629,OMC-007,Mombasa (Kipevu),PMS,50778,24.4,836.0,2025-03-28 19:15:49
LOAD-001052,BAY-02,MTR-164,DISP-01052,OMC-012,Mombasa (KOSF),LPG,56437,24.1,787.9,2026-02-23 14:07:20
LOAD-003202,BAY-09,MTR-779,DISP-03202,OMC-013,Kisumu,LPG,45533,20.5,742.2,2025-08-02 08:56:36
LOAD-002008,BAY-05,MTR-445,DISP-02008,OMC-018,Mombasa (KOSF),LPG,25540,27.9,849.6,2026-05-08 05:35:45
LOAD-008304,BAY-05,MTR-278,DISP-08304,OMC-014,Kisumu,HFO,51333,26.3,817.1,2026-01-14 23:47:06
LOAD-004732,BAY-03,MTR-597,DISP-04732,OMC-014,Mombasa (Kipevu),DPK,52804,28.1,751.1,2026-03-02 16:23:25
LOAD-002795,BAY-04,MTR-676,DISP-02795,OMC-008,Nairobi,DPK,50996,30.9,766.7,2026-05-28 19:14:32
LOAD-004691,BAY-11,MTR-657,DISP-04691,OMC-004,Kisumu,LUB,45481,29.0,739.2,2026-04-10 20:26:33
LOAD-007299,BAY-03,MTR-859,DISP-07299,OMC-018,Mombasa (Kipevu),DPK,34480,22.0,723.7,2025-12-17 01:33:18
LOAD-004472,BAY-04,MTR-121,DISP-04472,OMC-013,Mombasa (Kipevu),DPK,27677,21.7,798.2,2026-06-10 03:28:01
LOAD-005994,BAY-01,MTR-760,DISP-05994,OMC-016,Kisumu,DPK,54327,23.3,732.4,2025-07-20 18:26:16
LOAD-000377,BAY-05,MTR-687,DISP-00377,OMC-001,Nairobi,DPK,25662,20.9,799.7,2026-06-11 03:43:38
LOAD-009191,BAY-02,MTR-100,DISP-09191,OMC-008,Kisumu,AGO,51797,24.3,812.6,2025-12-02 23:39:07
LOAD-009124,BAY-08,MTR-527,DISP-09124,OMC-002,Mombasa (Kipevu),AGO,34945,22.3,824.6,2025-02-18 04:27:46
LOAD-009404,BAY-02,MTR-536,DISP-09404,OMC-011,Mombasa (Kipevu),HFO,58272,23.0,723.4,2025-02-03 04:02:22
LOAD-008330,BAY-03,MTR-754,DISP-08330,OMC-008,Mombasa (Kipevu),LPG,22443,29.2,742.8,2025-10-09 08:18:39
LOAD-007912,BAY-03,MTR-399,DISP-07912,OMC-012,Eldoret,LPG,48406,20.5,834.3,2026-03-05 13:19:01
LOAD-002963,BAY-05,MTR-277,DISP-02963,OMC-019,Eldoret,PMS,42892,22.0,794.1,2025-01-11 14:55:48
LOAD-005892,BAY-03,MTR-611,DISP-05892,OMC-007,Mombasa (Kipevu),PMS,44005,20.7,848.6,2025-12-20 17:05:22
LOAD-009667,BAY-12,MTR-743,DISP-09667,OMC-020,Mombasa (Kipevu),AGO,50810,27.0,751.3,24/02/2025
LOAD-007508,BAY-03,MTR-550,DISP-07508,OMC-008,Nairobi,DPK,22256,21.3,770.8,2025-08-13 16:17:23
LOAD-007067,BAY-08,MTR-360,DISP-07067,OMC-007,Mombasa (Kipevu),HFO,23035,24.7,833.6,2026-03-20 18:18:46
LOAD-006229,BAY-05,MTR-859,DISP-06229,OMC-018,Nairobi,DPK,44928,25.2,836.3,2026-01-06 03:30:53
LOAD-003281,BAY-06,MTR-366,,OMC-011,Eldoret,LUB,38955,22.7,842.1,2026-03-13 04:36:08
LOAD-003745,BAY-08,MTR-912,DISP-03745,OMC-003,Eldoret,LPG,34452,22.3,761.2,2025-05-17 09:34:27
LOAD-001299,BAY-07,MTR-225,DISP-01299,OMC-008,Eldoret,LUB,59492,23.4,849.7,2025-01-14 16:30:01
LOAD-008513,BAY-08,MTR-101,DISP-08513,OMC-008,Mombasa (Kipevu),LUB,53202,20.5,828.0,2025-08-13 17:49:43
LOAD-007605,BAY-09,MTR-929,DISP-07605,OMC-014,Mombasa (KOSF),JETA1,39286,30.7,755.9,2026-04-09 02:14:16
LOAD-004717,BAY-04,MTR-267,DISP-04717,OMC-020,Nairobi,JETA1,32492,21.3,816.9,2025-07-04 11:24:51
LOAD-006230,BAY-05,MTR-321,DISP-06230,OMC-002,Kisumu,AGO,38468,27.1,814.1,2025-04-22 12:21:46
LOAD-007871,BAY-09,MTR-948,DISP-07871,OMC-012,Kisumu,LPG,31187,20.4,732.9,2026-03-29 06:33:34
LOAD-007937,BAY-02,MTR-931,DISP-07937,OMC-005,Eldoret,LUB,41424,29.9,785.0,2026-02-03 15:49:32
LOAD-007209,BAY-11,MTR-722,DISP-07209,OMC-013,Mombasa (Kipevu),HFO,30557,26.6,785.0,2025-08-18 18:41:02
LOAD-002127,BAY-04,MTR-982,DISP-02127,OMC-006,Kisumu,DPK,54888,29.7,736.9,2026-05-19 02:27:15
LOAD-006687,BAY-08,MTR-941,DISP-06687,OMC-003,Nairobi,DPK,49461,24.2,838.4,2025-10-31 07:20:02
LOAD-005142,BAY-11,MTR-391,DISP-05142,OMC-015,Mombasa (KOSF),JETA1,31880,31.1,726.8,2025-06-07 18:36:33
LOAD-002879,BAY-02,MTR-542,DISP-02879,OMC-018,Kisumu,PMS,44126,25.7,833.2,2025-06-26 23:21:12
LOAD-006552,BAY-09,MTR-675,DISP-06552,OMC-006,Mombasa (KOSF),HFO,40495,29.5,839.0,
LOAD-000074,BAY-02,MTR-182,DISP-00074,OMC-010,Mombasa (KOSF),JETA1,39611,21.8,736.4,2026-04-15 23:25:23
LOAD-000924,BAY-02,MTR-347,DISP-00924,OMC-002,Kisumu,LUB,27379,24.5,816.0,2026-04-26 17:25:59
LOAD-001366,BAY-10,MTR-384,DISP-01366,OMC-017,Kisumu,LUB,43525,26.3,804.7,2025-04-25 03:16:42
LOAD-006728,BAY-10,MTR-254,DISP-06728,OMC-011,Mombasa (Kipevu),AGO,30234,28.8,764.2,2025-01-17 16:54:35
LOAD-005969,BAY-08,MTR-433,DISP-05969,OMC-009,Eldoret,AGO,29268,31.4,810.8,2025-09-11 20:51:01
LOAD-005766,BAY-09,MTR-823,DISP-05766,OMC-006,Kisumu,LUB,41215,29.9,779.8,2025-07-18 06:51:06
LOAD-006539,BAY-11,MTR-778,DISP-06539,OMC-010,Nairobi,LPG,37747,29.8,812.5,02/02/2025
LOAD-007039,BAY-09,MTR-477,DISP-07039,OMC-020,Eldoret,JETA1,25806,25.4,752.3,2025-01-22 10:35:44
LOAD-008707,BAY-11,MTR-611,DISP-08707,OMC-012,Mombasa (KOSF),PMS,37244,30.2,753.2,2026-03-07 02:59:15
LOAD-001930,BAY-06,MTR-285,DISP-01930,OMC-001,Mombasa (Kipevu),HFO,35593,28.0,750.8,2025-02-22 16:36:45
LOAD-005870,BAY-05,MTR-225,DISP-05870,OMC-017,Eldoret,LPG,38578,30.1,722.1,2025-02-18 05:39:04
LOAD-001596,BAY-02,MTR-667,DISP-01596,OMC-003,Mombasa (Kipevu),HFO,37187,30.6,812.8,2026-06-22 23:12:02
LOAD-009203,BAY-06,MTR-154,DISP-09203,OMC-012,Eldoret,DPK,40427,25.2,838.1,2026-04-17 04:14:27
LOAD-000250,BAY-06,MTR-287,DISP-00250,OMC-002,Nairobi,HFO,55139,24.8,779.4,2025-01-10 05:02:19
LOAD-000615,BAY-06,MTR-635,DISP-00615,OMC-001,Kisumu,HFO,25594,32.0,798.8,2025-09-12 10:56:40
LOAD-004573,BAY-08,MTR-219,DISP-04573,OMC-011,Mombasa (KOSF),HFO,22673,20.3,824.5,2025-07-02 01:42:53
LOAD-009971,BAY-08,MTR-134,DISP-09971,OMC-009,Mombasa (Kipevu),LPG,32349,26.9,724.1,2025-08-23 21:56:06
LOAD-007252,BAY-12,MTR-314,DISP-07252,OMC-014,Mombasa (Kipevu),DPK,30159,23.4,827.9,2026-01-12 23:14:01
LOAD-007475,BAY-06,MTR-730,DISP-07475,OMC-006,Nairobi,DPK,31292,28.0,834.1,2025-02-22 02:52:26
LOAD-004408,BAY-02,MTR-911,DISP-04408,OMC-009,Mombasa (KOSF),JETA1,42907,26.4,746.4,2026-03-15 13:45:39
LOAD-009323,BAY-05,MTR-393,,OMC-012,Mombasa (KOSF),PMS,24013,28.2,772.7,2026-03-14 20:00:07
LOAD-008627,BAY-05,MTR-879,DISP-08627,OMC-003,Mombasa (Kipevu),LUB,35895,25.5,830.2,2025-10-11 13:26:40
LOAD-009572,BAY-03,MTR-900,DISP-09572,OMC-013,Mombasa (Kipevu),JETA1,23532,29.3,746.2,2025-10-09 15:25:26
LOAD-004603,BAY-08,MTR-763,DISP-04603,OMC-010,Eldoret,JETA1,43405,23.1,839.6,2025-08-27 16:11:56
LOAD-009837,BAY-08,MTR-526,DISP-09837,OMC-019,Mombasa (KOSF),LPG,32982,25.2,775.4,2026-04-16 00:37:33
LOAD-003956,BAY-03,MTR-147,DISP-03956,OMC-006,Mombasa (Kipevu),LPG,22335,20.8,740.4,2026-05-28 09:15:10
LOAD-004738,BAY-03,MTR-318,DISP-04738,OMC-017,Kisumu,HFO,53911,25.7,823.0,2025-07-29 16:27:14
LOAD-005588,BAY-09,MTR-876,DISP-05588,OMC-011,Kisumu,DPK,51335,22.1,724.0,30/03/2025
LOAD-000419,BAY-08,MTR-569,DISP-00419,OMC-007,Eldoret,LPG,22386,29.1,748.6,2026-01-03 09:49:09
LOAD-003235,BAY-12,MTR-173,DISP-03235,OMC-019,Mombasa (KOSF),LPG,37573,29.7,839.3,2025-01-21 00:55:44
LOAD-006582,BAY-06,MTR-721,DISP-06582,OMC-020,Nairobi,PMS,54901,26.6,796.5,2025-09-02 22:22:06
LOAD-005405,BAY-06,MTR-890,DISP-05405,OMC-008,Kisumu,AGO,44348,23.7,778.7,2025-05-01 05:18:17
LOAD-000358,BAY-01,MTR-806,DISP-00358,OMC-002,Mombasa (Kipevu),JETA1,36898,21.7,827.9,2025-07-14 10:36:05
LOAD-002354,BAY-09,MTR-232,DISP-02354,OMC-017,Eldoret,DPK,38566,21.2,793.2,2026-04-18 16:55:40
LOAD-003204,BAY-03,MTR-941,DISP-03204,OMC-017,Mombasa (Kipevu),DPK,35538,22.9,757.3,2026-01-10 01:35:09
LOAD-001261,BAY-10,MTR-204,DISP-01261,OMC-001,Nairobi,JETA1,49225,21.2,730.8,2025-02-04 19:41:29
LOAD-001564,BAY-11,MTR-492,DISP-01564,OMC-016,Eldoret,HFO,37391,28.9,806.7,2025-11-26 05:32:43
LOAD-004758,BAY-07,MTR-416,DISP-04758,OMC-012,Mombasa (Kipevu),LPG,43009,30.2,811.5,2026-03-19 12:02:07
LOAD-003323,BAY-11,MTR-521,DISP-03323,OMC-010,Nairobi,JETA1,57123,21.6,770.4,2026-06-12 08:31:34
LOAD-002565,BAY-08,MTR-484,DISP-02565,OMC-011,Mombasa (Kipevu),LPG,47029,24.0,800.0,2026-04-27 11:39:24
LOAD-000677,BAY-08,MTR-648,DISP-00677,OMC-009,Mombasa (Kipevu),AGO,33971,21.9,810.6,2025-07-08 01:57:24
LOAD-003022,BAY-03,MTR-309,DISP-03022,OMC-001,Kisumu,PMS,23978,20.3,821.4,2026-06-11 18:53:45
LOAD-001303,BAY-06,MTR-996,DISP-01303,OMC-016,Mombasa (KOSF),LUB,47660,21.8,837.6,2025-02-19 04:05:36
LOAD-007273,BAY-02,MTR-855,DISP-07273,OMC-004,Mombasa (KOSF),LPG,27738,28.4,783.4,2026-04-04 03:24:51
LOAD-001384,BAY-10,MTR-464,DISP-01384,OMC-001,Kisumu,LUB,24073,20.2,845.9,2025-02-18 00:01:22
LOAD-008767,BAY-01,MTR-327,DISP-08767,OMC-003,Eldoret,LUB,55582,29.8,781.7,2025-12-22 07:11:46
LOAD-006869,BAY-05,MTR-630,DISP-06869,OMC-019,Eldoret,DPK,26620,21.4,774.0,2026-03-06 05:49:31
LOAD-001042,BAY-03,MTR-356,DISP-01042,OMC-013,Eldoret,DPK,54725,25.8,848.5,2025-11-28 16:22:11
LOAD-001105,BAY-02,MTR-927,DISP-01105,OMC-014,Nairobi,LUB,25357,26.3,820.3,2025-01-04 22:36:43
LOAD-008819,BAY-03,MTR-238,DISP-08819,OMC-020,Kisumu,JETA1,30084,23.2,813.4,15/05/2025
LOAD-004270,BAY-12,MTR-688,DISP-04270,OMC-007,Nairobi,DPK,39719,24.3,802.9,2025-11-14 21:58:12
LOAD-004304,BAY-05,MTR-455,DISP-04304,OMC-013,Mombasa (KOSF),PMS,24253,21.8,815.2,2025-12-19 16:49:01
LOAD-003668,BAY-06,MTR-663,DISP-03668,OMC-008,Mombasa (Kipevu),DPK,38708,29.2,745.8,2026-05-26 21:47:34
LOAD-002519,BAY-01,MTR-832,DISP-02519,OMC-012,Kisumu,DPK,44752,25.4,737.3,2026-02-10 11:22:55
LOAD-000824,BAY-01,MTR-655,DISP-00824,OMC-012,Nairobi,JETA1,47000,23.5,774.2,2026-02-07 21:49:15
LOAD-007399,BAY-11,MTR-167,DISP-07399,OMC-019,Kisumu,HFO,34397,29.3,834.9,2025-06-13 19:41:45
LOAD-007265,BAY-09,MTR-897,DISP-07265,OMC-006,Kisumu,DPK,53552,26.9,822.4,2026-01-22 07:25:14
LOAD-005763,BAY-03,MTR-578,DISP-05763,OMC-017,Mombasa (KOSF),LUB,50196,29.7,785.9,2026-06-04 04:43:56
LOAD-006016,BAY-07,MTR-588,DISP-06016,OMC-016,Mombasa (Kipevu),PMS,31735,27.5,720.7,2025-08-22 12:12:37
LOAD-006295,BAY-01,MTR-234,DISP-06295,OMC-005,Eldoret,AGO,24383,27.9,751.6,2026-04-12 07:01:36
LOAD-006818,BAY-07,MTR-290,DISP-06818,OMC-004,Kisumu,PMS,43514,32.0,820.7,2026-03-09 19:58:36
LOAD-009694,BAY-11,MTR-853,DISP-09694,OMC-015,Mombasa (Kipevu),LPG,22637,27.5,727.8,2025-07-16 00:04:14
LOAD-006310,BAY-06,MTR-702,DISP-06310,OMC-009,Mombasa (Kipevu),LPG,43173,22.4,753.1,2025-05-20 11:53:20
LOAD-008285,BAY-08,MTR-741,DISP-08285,OMC-007,Nairobi,LPG,28032,24.4,771.0,2026-04-02 07:24:08
LOAD-006795,BAY-02,MTR-284,DISP-06795,OMC-015,Mombasa (Kipevu),DPK,59943,22.8,737.9,2026-03-26 03:02:52
LOAD-000427,BAY-12,MTR-644,DISP-00427,OMC-014,Eldoret,JETA1,41067,26.4,758.0,2025-10-11 01:58:58
LOAD-006272,BAY-06,MTR-841,DISP-06272,OMC-011,Eldoret,HFO,40665,27.5,736.2,2025-05-30 15:45:19
LOAD-000113,BAY-12,MTR-330,DISP-00113,OMC-018,Mombasa (Kipevu),HFO,32165,31.3,836.3,2025-07-06 04:41:52
LOAD-002264,BAY-07,MTR-133,DISP-02264,OMC-007,Mombasa (KOSF),AGO,56005,26.5,848.5,2025-07-22 00:24:14
LOAD-001735,BAY-05,MTR-987,DISP-01735,OMC-016,Eldoret,JETA1,51105,21.6,734.3,2025-07-03 21:44:46
LOAD-006741,BAY-07,MTR-679,DISP-06741,OMC-018,Nairobi,AGO,28068,30.4,802.3,2026-06-15 00:01:51
LOAD-009690,BAY-12,MTR-429,DISP-09690,OMC-011,Mombasa (Kipevu),PMS,27072,29.8,820.2,2025-05-15 00:53:41
LOAD-001992,BAY-05,MTR-749,DISP-01992,OMC-001,Kisumu,LUB,22166,20.6,739.7,2026-05-15 03:16:06
LOAD-001463,BAY-04,MTR-414,DISP-01463,OMC-014,Mombasa (Kipevu),AGO,29412,28.7,834.2,2025-04-22 18:34:40
LOAD-001590,BAY-05,MTR-880,DISP-01590,OMC-004,Nairobi,DPK,41176,31.8,740.4,2026-04-13 00:35:35
LOAD-000636,BAY-04,MTR-427,DISP-00636,OMC-002,Nairobi,DPK,57720,22.2,720.1,2026-06-07 15:32:57
LOAD-000943,BAY-05,MTR-185,DISP-00943,OMC-011,Nairobi,DPK,42095,31.0,731.0,2026-01-11 18:39:45
LOAD-004213,BAY-02,MTR-883,DISP-04213,OMC-009,Nairobi,PMS,26403,30.5,765.6,2025-05-13 01:12:19
LOAD-000507,BAY-06,MTR-887,DISP-00507,OMC-002,Mombasa (Kipevu),HFO,39455,30.5,754.8,2025-03-07 12:17:47
