attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-001673,BEN-0138,OFF-009,Scholarship,2025-06,2025-06-28,2025-06-28 00:00:00,15000,Verified
ATT-000352,BEN-0029,OFF-006,Vocational,2025-09,2025-09-16,2025-09-18 00:00:00,10000,Verified
ATT-002000,BEN-0168,OFF-013,Scholarship,2025-11,2025-11-02,2025-11-04 00:00:00,15000,Verified
ATT-002314,BEN-0193,OFF-010,Tech,2026-05,2026-05-02,2026-05-02 00:00:00,12000,Verified
ATT-000313,BEN-0025,OFF-009,Plus,2025-01,2025-01-26,2025-01-27 00:00:00,8000,Verified
ATT-001356,BEN-0112,OFF-007,Scholarship,2026-06,07/06/2026,2026-06-08 00:00:00,15000,Verified
ATT-001506,BEN-0124,OFF-012,Scholarship,2025-08,2025-08-11,2025-08-13 00:00:00,15000,Verified
ATT-002273,BEN-0191,OFF-012,Vocational,2025-06,2025-06-17,2025-06-18 00:00:00,10000,Verified
ATT-001592,BEN-0131,OFF-004,Tech,2025-03,2025-03-09,2025-03-11 00:00:00,12000,Verified
ATT-002286,BEN-0191,OFF-012,Vocational,2025-03,,2025-03-02 00:00:00,10000,Verified
ATT-002092,BEN-0175,OFF-002,Vocational,2026-03,2026-03-26,2026-03-27 00:00:00,10000,Verified
ATT-000103,BEN-0008,OFF-015,Plus,2025-04,2025-04-13,2025-04-15 00:00:00,8000,Verified
ATT-000215,BEN-0018,OFF-008,Tech,2025-11,2025-11-01,2025-11-02 00:00:00,12000,Verified
ATT-001819,BEN-0151,OFF-013,Vocational,2025-10,2025-10-15,2025-10-15 00:00:00,10000,Verified
ATT-001706,BEN-0142,OFF-007,Tech,2025-01,2025-01-04,2025-01-06 00:00:00,12000,Verified
ATT-000821,BEN-0069,OFF-015,Tech,2025-11,2025-11-28,2025-11-28 00:00:00,12000,Verified
ATT-001346,BEN-0111,OFF-002,Scholarship,2025-09,2025-09-26,2025-09-28 00:00:00,15000,Verified
ATT-000102,BEN-0008,OFF-015,Plus,2025-02,15/02/2025,2025-02-15 00:00:00,8000,Verified
ATT-002375,BEN-0198,OFF-011,Vocational,2025-10,2025-10-06,2025-10-07 00:00:00,10000,Verified
ATT-000955,BEN-0079,OFF-002,Plus,2026-01,2026-01-21,2026-01-23 00:00:00,8000,Verified
ATT-001201,BEN-0099,OFF-004,Scholarship,2025-10,2025-10-11,2025-10-13 00:00:00,15000,Verified
ATT-000474,BEN-0038,OFF-012,Plus,2025-07,2025-07-20,2025-07-20 00:00:00,8000,Verified
ATT-000454,BEN-0037,OFF-007,Plus,2025-08,2025-08-27,2025-08-27 00:00:00,8000,Verified
ATT-000743,BEN-0061,OFF-008,Scholarship,2026-06,2026-06-05,2026-06-06 00:00:00,15000,Verified
ATT-000984,BEN-0081,OFF-005,Plus,2026-01,2026-01-07,2026-01-07 00:00:00,8000,Verified
ATT-001089,BEN-0089,OFF-009,Vocational,2026-04,2026-04-21,2026-04-22 00:00:00,10000,Verified
ATT-001232,BEN-0102,OFF-013,Plus,2025-09,2025-09-27,2025-09-27 00:00:00,8000,Verified
ATT-000528,BEN-0042,OFF-004,Vocational,2026-02,2026-02-13,2026-02-14 00:00:00,10000,Verified
ATT-000804,BEN-0067,OFF-015,Scholarship,2025-10,2025-10-28,2025-10-29 00:00:00,15000,Verified
ATT-000491,BEN-0039,OFF-006,Vocational,2025-09,2025-09-24,2025-09-24 00:00:00,10000,Verified
ATT-000321,BEN-0026,OFF-007,Tech,2026-01,2026-01-03,2026-01-04 00:00:00,12000,Verified
ATT-000432,BEN-0035,OFF-008,Plus,2026-06,2026-06-23,2026-06-24 00:00:00,8000,Verified
ATT-002179,BEN-0183,OFF-014,Scholarship,2025-07,2025-07-10,2025-07-11 00:00:00,15000,Verified
ATT-000354,BEN-0029,OFF-006,Vocational,2026-01,2026-01-24,2026-01-24 00:00:00,10000,Verified
ATT-001220,BEN-0100,OFF-001,Plus,2025-05,2025-05-05,2025-05-05 00:00:00,8000,Verified
ATT-000448,BEN-0036,OFF-012,Plus,2025-07,,2025-07-28 00:00:00,8000,Verified
ATT-000486,BEN-0039,OFF-006,Vocational,2025-01,2025-01-23,2025-01-23 00:00:00,10000,Verified
ATT-001013,BEN-0083,OFF-001,Plus,2025-05,2025-05-16,2025-05-16 00:00:00,8000,Verified
ATT-000222,BEN-0018,OFF-008,Tech,2026-03,2026-03-19,2026-03-21 00:00:00,12000,Verified
ATT-000045,BEN-0004,OFF-001,Plus,2026-03,2026-03-10,2026-03-10 00:00:00,8000,Verified
ATT-000672,BEN-0054,OFF-003,Vocational,2026-01,2026-01-28,2026-01-28 00:00:00,10000,Verified
ATT-000111,BEN-0009,OFF-005,Plus,2025-09,2025-09-08,2025-09-10 00:00:00,8000,Verified
ATT-001691,BEN-0141,OFF-010,Plus,2025-05,2025-05-04,2025-05-04 00:00:00,8000,Verified
ATT-001727,BEN-0144,OFF-011,Scholarship,2026-01,2026-01-09,2026-01-11 00:00:00,15000,Verified
ATT-002091,BEN-0175,OFF-002,Vocational,2025-11,2025-11-16,2025-11-17 00:00:00,10000,Verified
ATT-000945,BEN-0078,OFF-015,Plus,2025-05,2025-05-12,2025-05-13 00:00:00,8000,Verified
ATT-000147,BEN-0012,OFF-007,Plus,2025-03,21/03/2025,2025-03-22 00:00:00,8000,Verified
ATT-000541,BEN-0043,OFF-008,Scholarship,2025-07,2025-07-06,2025-07-08 00:00:00,15000,Verified
ATT-001192,BEN-0098,OFF-015,Vocational,2025-11,2025-11-12,2025-11-14 00:00:00,10000,Verified
ATT-002013,BEN-0169,OFF-008,Vocational,2025-11,2025-11-27,2025-11-29 00:00:00,10000,Verified
ATT-001536,BEN-0127,OFF-012,Vocational,2025-11,2025-11-10,2025-11-12 00:00:00,10000,Verified
ATT-001947,BEN-0163,OFF-006,Scholarship,2026-01,2026-01-17,2026-01-17 00:00:00,15000,Verified
ATT-001995,BEN-0168,OFF-013,Scholarship,2026-03,2026-03-10,2026-03-12 00:00:00,15000,Verified
ATT-002339,BEN-0195,OFF-002,Scholarship,2025-07,2025-07-20,2025-07-22 00:00:00,15000,Verified
ATT-001759,BEN-0147,OFF-010,Vocational,2025-09,,2025-09-01 00:00:00,10000,Verified
ATT-001976,BEN-0166,OFF-001,Plus,2025-12,2025-12-17,2025-12-17 00:00:00,8000,Verified
ATT-001980,BEN-0167,OFF-013,Plus,2025-05,2025-05-17,2025-05-17 00:00:00,8000,Verified
ATT-000201,BEN-0017,OFF-007,Scholarship,2025-05,2025-05-02,2025-05-04 00:00:00,15000,Verified
ATT-001168,BEN-0096,OFF-005,Plus,2026-06,21/06/2026,2026-06-22 00:00:00,8000,Verified
ATT-001791,BEN-0149,OFF-005,Vocational,2025-11,2025-11-12,2025-11-12 00:00:00,10000,Verified
ATT-001458,BEN-0120,OFF-015,Plus,2025-09,2025-09-19,2025-09-21 00:00:00,8000,Verified
ATT-001966,BEN-0165,OFF-008,Tech,2026-03,2026-03-16,2026-03-17 00:00:00,12000,Verified
ATT-000946,BEN-0078,OFF-015,Plus,2025-04,2025-04-02,2025-04-02 00:00:00,8000,Verified
ATT-000866,BEN-0071,OFF-005,Plus,2025-05,2025-05-18,2025-05-20 00:00:00,8000,Verified
ATT-000956,BEN-0079,OFF-002,Plus,2025-10,2025-10-05,2025-10-05 00:00:00,8000,Verified
ATT-000724,BEN-0060,OFF-012,Plus,2025-08,2025-08-23,2025-08-24 00:00:00,8000,Verified
ATT-002071,BEN-0174,OFF-002,Plus,2026-01,,2026-01-26 00:00:00,8000,Verified
ATT-000992,BEN-0082,OFF-014,Vocational,2025-11,2025-11-05,2025-11-05 00:00:00,10000,Verified
ATT-000662,BEN-0054,OFF-003,Vocational,2025-01,2025-01-15,2025-01-17 00:00:00,10000,Verified
ATT-001595,BEN-0131,OFF-004,Tech,2025-11,2025-11-25,2025-11-26 00:00:00,12000,Verified
ATT-001585,BEN-0131,OFF-004,Tech,2026-06,2026-06-26,2026-06-27 00:00:00,12000,Verified
ATT-001297,BEN-0106,OFF-007,Scholarship,2026-01,2026-01-11,2026-01-11 00:00:00,15000,Verified
ATT-000618,BEN-0049,OFF-008,Scholarship,2026-03,2026-03-14,2026-03-14 00:00:00,15000,Verified
ATT-001494,BEN-0123,OFF-012,Tech,2025-06,2025-06-07,2025-06-08 00:00:00,12000,Verified
ATT-000557,BEN-0044,OFF-012,Scholarship,2026-06,2026-06-22,2026-06-23 00:00:00,15000,Verified
ATT-001978,BEN-0167,OFF-013,Plus,2025-06,2025-06-08,2025-06-09 00:00:00,8000,Verified
ATT-000597,BEN-0047,OFF-008,Scholarship,2026-03,2026-03-25,2026-03-26 00:00:00,15000,Verified
ATT-000921,BEN-0076,OFF-015,Vocational,2025-04,2025-04-28,2025-04-30 00:00:00,10000,Verified
ATT-000463,BEN-0037,OFF-007,Plus,2025-12,2025-12-02,2025-12-04 00:00:00,8000,Verified
ATT-001924,BEN-0161,OFF-007,Scholarship,2025-05,2025-05-02,2025-05-04 00:00:00,15000,Verified
ATT-001932,BEN-0162,OFF-011,Scholarship,2025-02,2025-02-01,2025-02-03 00:00:00,15000,Verified
ATT-001957,BEN-0164,OFF-005,Scholarship,2025-12,2025-12-18,2025-12-18 00:00:00,15000,Verified
ATT-000673,BEN-0054,OFF-003,Vocational,2025-11,2025-11-23,2025-11-24 00:00:00,10000,Verified
ATT-001607,BEN-0132,OFF-009,Scholarship,2025-04,2025-04-24,2025-04-24 00:00:00,15000,Verified
ATT-001311,BEN-0108,OFF-006,Vocational,2026-05,2026-05-11,2026-05-11 00:00:00,10000,Verified
ATT-001977,BEN-0166,OFF-001,Plus,2025-03,2025-03-23,2025-03-23 00:00:00,8000,Verified
ATT-002127,BEN-0179,OFF-001,Tech,2025-12,2025-12-12,2025-12-14 00:00:00,12000,Verified
ATT-001151,BEN-0095,OFF-011,Tech,2026-03,2026-03-12,2026-03-13 00:00:00,12000,Verified
ATT-001767,BEN-0148,OFF-012,Plus,2026-03,2026-03-27,2026-03-28 00:00:00,8000,Verified
ATT-000853,BEN-0071,OFF-005,Plus,2025-04,2025-04-06,2025-04-06 00:00:00,8000,Verified
ATT-000873,BEN-0072,OFF-001,Vocational,2025-07,2025-07-01,2025-07-03 00:00:00,10000,Verified
ATT-000243,BEN-0021,OFF-004,Vocational,2025-09,,2025-09-27 00:00:00,10000,Verified
ATT-001308,BEN-0107,OFF-002,Plus,2026-03,2026-03-10,2026-03-11 00:00:00,8000,Verified
ATT-001217,BEN-0100,OFF-001,Plus,2025-12,2025-12-23,2025-12-24 00:00:00,8000,Verified
ATT-000467,BEN-0038,OFF-012,Plus,2025-06,2025-06-21,2025-06-22 00:00:00,8000,Verified
ATT-000762,BEN-0064,OFF-001,Tech,2025-06,2025-06-10,2025-06-12 00:00:00,12000,Verified
ATT-000259,BEN-0021,OFF-004,Vocational,2026-03,2026-03-12,2026-03-13 00:00:00,10000,Verified
ATT-002336,BEN-0195,OFF-002,Scholarship,2026-01,2026-01-09,2026-01-09 00:00:00,15000,Verified
ATT-000970,BEN-0080,OFF-013,Vocational,2026-04,2026-04-14,2026-04-14 00:00:00,10000,Verified
ATT-000161,BEN-0013,OFF-006,Tech,2025-12,2025-12-22,2025-12-24 00:00:00,12000,Verified
ATT-000692,BEN-0057,OFF-012,Tech,2025-05,2025-05-25,2025-05-27 00:00:00,12000,Verified
ATT-000579,BEN-0046,OFF-012,Tech,2026-04,2026-04-18,2026-04-18 00:00:00,12000,Verified
ATT-002297,BEN-0192,OFF-003,Plus,2025-04,2025-04-10,2025-04-10 00:00:00,8000,Verified
ATT-000489,BEN-0039,OFF-006,Vocational,2025-03,2025-03-22,2025-03-24 00:00:00,10000,Verified
ATT-000582,BEN-0046,OFF-012,Tech,2025-01,2025-01-09,2025-01-10 00:00:00,12000,Verified
ATT-000740,BEN-0061,OFF-008,Scholarship,2025-01,15/01/2025,2025-01-15 00:00:00,15000,Verified
ATT-000733,BEN-0061,OFF-008,Scholarship,2025-09,2025-09-24,2025-09-25 00:00:00,15000,Verified
ATT-001596,BEN-0132,OFF-009,Scholarship,2025-01,2025-01-21,2025-01-22 00:00:00,15000,Verified
ATT-001847,BEN-0154,OFF-005,Plus,2026-05,2026-05-20,2026-05-21 00:00:00,8000,Verified
ATT-001060,BEN-0087,OFF-014,Plus,2026-04,2026-04-15,2026-04-17 00:00:00,8000,Verified
ATT-002380,BEN-0199,OFF-012,Tech,2025-02,2025-02-14,2025-02-16 00:00:00,12000,Verified
ATT-000900,BEN-0075,OFF-012,Scholarship,2025-07,2025-07-11,2025-07-13 00:00:00,15000,Verified
ATT-000769,BEN-0064,OFF-001,Tech,2025-01,2025-01-24,2025-01-24 00:00:00,12000,Verified
ATT-001142,BEN-0094,OFF-006,Plus,2026-06,2026-06-11,2026-06-12 00:00:00,8000,Verified
ATT-002011,BEN-0169,OFF-008,Vocational,2025-08,2025-08-05,2025-08-06 00:00:00,10000,Verified
ATT-001158,BEN-0095,OFF-011,Tech,2026-02,2026-02-02,2026-02-04 00:00:00,12000,Verified
ATT-001564,BEN-0129,OFF-003,Tech,2026-04,2026-04-22,2026-04-24 00:00:00,12000,Verified
ATT-001015,BEN-0083,OFF-001,Plus,2026-05,2026-05-17,2026-05-19 00:00:00,8000,Verified
ATT-001875,BEN-0157,OFF-012,Plus,2026-02,17/02/2026,2026-02-19 00:00:00,8000,Verified
ATT-001760,BEN-0147,OFF-010,Vocational,2026-05,2026-05-04,2026-05-04 00:00:00,10000,Verified
ATT-000596,BEN-0047,OFF-008,Scholarship,2025-03,2025-03-12,2025-03-13 00:00:00,15000,Verified
ATT-000670,BEN-0054,OFF-003,Vocational,2025-07,2025-07-22,2025-07-24 00:00:00,10000,Verified
ATT-000270,BEN-0022,OFF-008,Scholarship,2026-04,2026-04-01,2026-04-01 00:00:00,15000,Verified
ATT-000930,BEN-0077,OFF-003,Scholarship,2026-04,2026-04-05,2026-04-05 00:00:00,15000,Verified
ATT-002216,BEN-0186,OFF-011,Vocational,2025-08,2025-08-14,2025-08-15 00:00:00,10000,Verified
ATT-000189,BEN-0016,OFF-008,Vocational,2025-02,2025-02-03,2025-02-05 00:00:00,10000,Verified
ATT-000694,BEN-0057,OFF-012,Tech,2026-06,12/06/2026,2026-06-12 00:00:00,12000,Verified
ATT-001697,BEN-0141,OFF-010,Plus,2026-04,14/04/2026,2026-04-16 00:00:00,8000,Verified
ATT-001685,BEN-0140,OFF-015,Plus,2025-12,2025-12-21,2025-12-23 00:00:00,8000,Verified
ATT-001813,BEN-0151,OFF-013,Vocational,2026-03,2026-03-01,2026-03-01 00:00:00,10000,Verified
ATT-001871,BEN-0156,OFF-010,Scholarship,2026-02,2026-02-24,2026-02-25 00:00:00,15000,Verified
ATT-002073,BEN-0174,OFF-002,Plus,2025-02,,2025-02-17 00:00:00,8000,Verified
ATT-000276,BEN-0023,OFF-002,Plus,2025-07,2025-07-24,2025-07-26 00:00:00,8000,Verified
ATT-000056,BEN-0005,OFF-004,Scholarship,2025-06,2025-06-18,2025-06-19 00:00:00,15000,Verified
ATT-000664,BEN-0054,OFF-003,Vocational,2025-04,2025-04-17,2025-04-19 00:00:00,10000,Verified
ATT-000512,BEN-0041,OFF-007,Plus,2026-05,2026-05-03,2026-05-04 00:00:00,8000,Verified
ATT-002232,BEN-0187,OFF-010,Tech,2025-03,2025-03-17,2025-03-19 00:00:00,12000,Verified
ATT-001216,BEN-0100,OFF-001,Plus,2026-04,2026-04-23,2026-04-24 00:00:00,8000,Verified
ATT-000340,BEN-0027,OFF-004,Plus,2025-04,2025-04-22,2025-04-24 00:00:00,8000,Verified
ATT-000473,BEN-0038,OFF-012,Plus,2026-03,17/03/2026,2026-03-17 00:00:00,8000,Verified
ATT-001949,BEN-0163,OFF-006,Scholarship,2025-10,2025-10-13,2025-10-15 00:00:00,15000,Verified
ATT-000902,BEN-0075,OFF-012,Scholarship,2026-02,2026-02-22,2026-02-24 00:00:00,15000,Verified
ATT-000872,BEN-0072,OFF-001,Vocational,2025-01,2025-01-01,2025-01-03 00:00:00,10000,Verified
ATT-001900,BEN-0158,OFF-014,Scholarship,2025-05,2025-05-24,2025-05-26 00:00:00,15000,Verified
ATT-002169,BEN-0182,OFF-004,Plus,2025-03,2025-03-02,2025-03-02 00:00:00,8000,Verified
ATT-000578,BEN-0046,OFF-012,Tech,2026-05,2026-05-08,2026-05-09 00:00:00,12000,Verified
ATT-000495,BEN-0040,OFF-014,Scholarship,2025-02,2025-02-27,2025-03-01 00:00:00,15000,Verified
ATT-000170,BEN-0014,OFF-013,Scholarship,2026-03,2026-03-21,2026-03-23 00:00:00,15000,Verified
ATT-000650,BEN-0053,OFF-001,Plus,2025-09,01/09/2025,2025-09-03 00:00:00,8000,Verified
ATT-000351,BEN-0029,OFF-006,Vocational,2025-08,2025-08-10,2025-08-12 00:00:00,10000,Verified
ATT-001594,BEN-0131,OFF-004,Tech,2025-06,2025-06-01,2025-06-03 00:00:00,12000,Verified
ATT-001100,BEN-0090,OFF-001,Vocational,2026-03,2026-03-20,2026-03-21 00:00:00,10000,Verified
ATT-002138,BEN-0180,OFF-010,Scholarship,2026-05,2026-05-03,2026-05-04 00:00:00,15000,Verified
ATT-001735,BEN-0145,OFF-001,Vocational,2025-02,2025-02-25,2025-02-27 00:00:00,10000,Verified
ATT-000203,BEN-0017,OFF-007,Scholarship,2026-02,2026-02-03,2026-02-03 00:00:00,15000,Verified
ATT-000575,BEN-0045,OFF-014,Scholarship,2026-02,2026-02-09,2026-02-09 00:00:00,15000,Verified
ATT-000480,BEN-0039,OFF-006,Vocational,2025-10,2025-10-14,2025-10-16 00:00:00,10000,Verified
ATT-001623,BEN-0134,OFF-003,Scholarship,2025-02,2025-02-08,2025-02-09 00:00:00,15000,Verified
ATT-000407,BEN-0033,OFF-001,Plus,2025-04,2025-04-17,2025-04-19 00:00:00,8000,Verified
ATT-001104,BEN-0091,OFF-003,Tech,2026-01,2026-01-23,2026-01-24 00:00:00,12000,Verified
ATT-001455,BEN-0120,OFF-015,Plus,2025-11,2025-11-11,2025-11-13 00:00:00,8000,Verified
ATT-001207,BEN-0099,OFF-004,Scholarship,2026-05,2026-05-01,2026-05-03 00:00:00,15000,Verified
ATT-000061,BEN-0005,OFF-004,Scholarship,2025-05,2025-05-28,2025-05-28 00:00:00,15000,Verified
ATT-001959,BEN-0165,OFF-008,Tech,2025-02,2025-02-04,2025-02-04 00:00:00,12000,Verified
ATT-001645,BEN-0136,OFF-008,Vocational,2026-04,2026-04-28,2026-04-28 00:00:00,10000,Verified
ATT-000501,BEN-0040,OFF-014,Scholarship,2025-09,2025-09-01,2025-09-03 00:00:00,15000,Verified
ATT-000982,BEN-0081,OFF-005,Plus,2026-04,2026-04-08,2026-04-10 00:00:00,8000,Verified
ATT-002324,BEN-0194,OFF-012,Plus,2026-04,2026-04-10,2026-04-11 00:00:00,8000,Verified
ATT-000010,BEN-0002,OFF-009,Scholarship,2025-01,2025-01-16,2025-01-17 00:00:00,15000,Verified
ATT-000617,BEN-0049,OFF-008,Scholarship,2026-05,2026-05-14,2026-05-16 00:00:00,15000,Verified
ATT-002050,BEN-0172,OFF-012,Plus,2025-10,,2025-10-14 00:00:00,8000,Verified
ATT-000947,BEN-0078,OFF-015,Plus,2025-09,2025-09-08,2025-09-09 00:00:00,8000,Verified
ATT-000185,BEN-0015,OFF-012,Vocational,2025-05,2025-05-07,2025-05-07 00:00:00,10000,Verified
ATT-001027,BEN-0084,OFF-008,Scholarship,2025-09,2025-09-13,2025-09-13 00:00:00,15000,Verified
ATT-001129,BEN-0093,OFF-013,Tech,2026-02,19/02/2026,2026-02-20 00:00:00,12000,Verified
ATT-000803,BEN-0067,OFF-015,Scholarship,2025-06,2025-06-03,2025-06-04 00:00:00,15000,Verified
ATT-001646,BEN-0136,OFF-008,Vocational,2025-10,2025-10-02,2025-10-04 00:00:00,10000,Verified
ATT-000014,BEN-0002,OFF-009,Scholarship,2025-05,2025-05-15,2025-05-16 00:00:00,15000,Verified
ATT-000476,BEN-0038,OFF-012,Plus,2025-01,2025-01-02,2025-01-03 00:00:00,8000,Verified
ATT-001897,BEN-0158,OFF-014,Scholarship,2025-08,2025-08-04,2025-08-04 00:00:00,15000,Verified
ATT-001464,BEN-0121,OFF-013,Plus,2026-01,2026-01-27,2026-01-28 00:00:00,8000,Verified
ATT-002036,BEN-0170,OFF-006,Plus,2026-06,2026-06-10,2026-06-10 00:00:00,8000,Verified
ATT-000123,BEN-0010,OFF-008,Tech,2026-06,2026-06-04,2026-06-05 00:00:00,12000,Verified
ATT-001471,BEN-0122,OFF-005,Vocational,2025-12,2025-12-03,2025-12-04 00:00:00,10000,Verified
ATT-000693,BEN-0057,OFF-012,Tech,2026-05,2026-05-03,2026-05-04 00:00:00,12000,Verified
ATT-002212,BEN-0186,OFF-011,Vocational,2025-03,2025-03-11,2025-03-12 00:00:00,10000,Verified
ATT-002170,BEN-0182,OFF-004,Plus,2025-01,09/01/2025,2025-01-09 00:00:00,8000,Verified
ATT-002310,BEN-0193,OFF-010,Tech,2025-12,2025-12-11,2025-12-11 00:00:00,12000,Verified
ATT-002319,BEN-0194,OFF-012,Plus,2025-12,2025-12-25,2025-12-27 00:00:00,8000,Verified
ATT-001906,BEN-0159,OFF-009,Plus,2026-01,2026-01-10,2026-01-12 00:00:00,8000,Verified
ATT-002384,BEN-0199,OFF-012,Tech,2026-06,2026-06-19,2026-06-21 00:00:00,12000,Verified
ATT-000152,BEN-0012,OFF-007,Plus,2026-06,2026-06-23,2026-06-24 00:00:00,8000,Verified
ATT-001927,BEN-0161,OFF-007,Scholarship,2026-02,2026-02-03,2026-02-04 00:00:00,15000,Verified
ATT-002262,BEN-0190,OFF-004,Plus,2025-07,16/07/2025,2025-07-17 00:00:00,8000,Verified
ATT-001795,BEN-0150,OFF-010,Vocational,2025-12,2025-12-07,2025-12-07 00:00:00,10000,Verified
ATT-000475,BEN-0038,OFF-012,Plus,2025-03,2025-03-09,2025-03-11 00:00:00,8000,Verified
ATT-001549,BEN-0128,OFF-003,Tech,2025-02,2025-02-10,2025-02-10 00:00:00,12000,Verified
ATT-001535,BEN-0127,OFF-012,Vocational,2026-05,2026-05-18,2026-05-20 00:00:00,10000,Verified
ATT-001866,BEN-0156,OFF-010,Scholarship,2025-04,2025-04-22,2025-04-24 00:00:00,15000,Verified
ATT-000114,BEN-0009,OFF-005,Plus,2026-06,2026-06-14,2026-06-15 00:00:00,8000,Verified
ATT-001218,BEN-0100,OFF-001,Plus,2025-04,,2025-04-08 00:00:00,8000,Verified
ATT-000337,BEN-0027,OFF-004,Plus,2026-01,2026-01-05,2026-01-07 00:00:00,8000,Verified
ATT-002032,BEN-0170,OFF-006,Plus,2025-10,2025-10-23,2025-10-23 00:00:00,8000,Verified
ATT-001614,BEN-0133,OFF-007,Scholarship,2026-06,,2026-06-22 00:00:00,15000,Verified
ATT-002117,BEN-0178,OFF-005,Plus,2025-04,2025-04-16,2025-04-17 00:00:00,8000,Verified
ATT-000819,BEN-0069,OFF-015,Tech,2026-03,2026-03-17,2026-03-17 00:00:00,12000,Verified
ATT-002185,BEN-0183,OFF-014,Scholarship,2026-05,2026-05-05,2026-05-05 00:00:00,15000,Verified
ATT-002215,BEN-0186,OFF-011,Vocational,2025-01,2025-01-06,2025-01-08 00:00:00,10000,Verified
ATT-001602,BEN-0132,OFF-009,Scholarship,2025-06,2025-06-26,2025-06-26 00:00:00,15000,Verified
ATT-002046,BEN-0171,OFF-004,Plus,2026-01,2026-01-21,2026-01-22 00:00:00,8000,Verified
ATT-001624,BEN-0134,OFF-003,Scholarship,2025-05,11/05/2025,2025-05-11 00:00:00,15000,Verified
ATT-001872,BEN-0156,OFF-010,Scholarship,2025-08,2025-08-22,2025-08-23 00:00:00,15000,Verified
ATT-000366,BEN-0030,OFF-011,Scholarship,2025-05,2025-05-06,2025-05-07 00:00:00,15000,Verified
ATT-001096,BEN-0090,OFF-001,Vocational,2025-11,23/11/2025,2025-11-25 00:00:00,10000,Verified
ATT-000295,BEN-0024,OFF-014,Plus,2025-08,2025-08-10,2025-08-12 00:00:00,8000,Verified
ATT-000845,BEN-0070,OFF-008,Scholarship,2025-08,2025-08-10,2025-08-10 00:00:00,15000,Verified
ATT-000040,BEN-0004,OFF-001,Plus,2025-06,2025-06-19,2025-06-21 00:00:00,8000,Verified
ATT-000120,BEN-0010,OFF-008,Tech,2025-07,2025-07-04,2025-07-05 00:00:00,12000,Verified
ATT-000879,BEN-0073,OFF-015,Scholarship,2025-08,2025-08-17,2025-08-17 00:00:00,15000,Verified
ATT-000335,BEN-0027,OFF-004,Plus,2025-10,2025-10-02,2025-10-02 00:00:00,8000,Verified
ATT-000993,BEN-0082,OFF-014,Vocational,2025-12,2025-12-01,2025-12-02 00:00:00,10000,Verified
ATT-000829,BEN-0069,OFF-015,Tech,2025-01,2025-01-05,2025-01-06 00:00:00,12000,Verified
ATT-002233,BEN-0187,OFF-010,Tech,2025-07,2025-07-07,2025-07-08 00:00:00,12000,Verified
ATT-002057,BEN-0173,OFF-003,Tech,2025-03,2025-03-02,2025-03-02 00:00:00,12000,Verified
ATT-002218,BEN-0186,OFF-011,Vocational,2026-04,21/04/2026,2026-04-23 00:00:00,10000,Verified
ATT-000257,BEN-0021,OFF-004,Vocational,2025-03,2025-03-25,2025-03-25 00:00:00,10000,Verified
ATT-000455,BEN-0037,OFF-007,Plus,2026-05,2026-05-13,2026-05-15 00:00:00,8000,Verified
ATT-002101,BEN-0176,OFF-001,Scholarship,2025-06,2025-06-06,2025-06-07 00:00:00,15000,Verified
ATT-000933,BEN-0077,OFF-003,Scholarship,2025-01,2025-01-27,2025-01-29 00:00:00,15000,Verified
ATT-000033,BEN-0003,OFF-005,Tech,2025-11,2025-11-01,2025-11-01 00:00:00,12000,Verified
ATT-000892,BEN-0074,OFF-010,Scholarship,2026-04,2026-04-09,2026-04-09 00:00:00,15000,Verified
ATT-000013,BEN-0002,OFF-009,Scholarship,2026-05,2026-05-17,2026-05-19 00:00:00,15000,Verified
ATT-000279,BEN-0023,OFF-002,Plus,2026-05,2026-05-10,2026-05-12 00:00:00,8000,Verified
ATT-001724,BEN-0143,OFF-012,Scholarship,2025-10,2025-10-22,2025-10-24 00:00:00,15000,Verified
ATT-000925,BEN-0077,OFF-003,Scholarship,2026-05,2026-05-04,2026-05-05 00:00:00,15000,Verified
ATT-001588,BEN-0131,OFF-004,Tech,2025-02,2025-02-27,2025-02-27 00:00:00,12000,Verified
ATT-000100,BEN-0008,OFF-015,Plus,2025-06,2025-06-17,2025-06-19 00:00:00,8000,Verified
ATT-002049,BEN-0172,OFF-012,Plus,2025-08,2025-08-22,2025-08-22 00:00:00,8000,Verified
ATT-001144,BEN-0094,OFF-006,Plus,2025-08,2025-08-24,2025-08-24 00:00:00,8000,Verified
ATT-001593,BEN-0131,OFF-004,Tech,2025-12,2025-12-17,2025-12-19 00:00:00,12000,Verified
ATT-001306,BEN-0107,OFF-002,Plus,2025-12,2025-12-07,2025-12-08 00:00:00,8000,Verified
ATT-000178,BEN-0015,OFF-012,Vocational,2025-12,2025-12-23,2025-12-23 00:00:00,10000,Verified
ATT-001713,BEN-0143,OFF-012,Scholarship,2026-03,2026-03-23,2026-03-24 00:00:00,15000,Verified
ATT-001113,BEN-0091,OFF-003,Tech,2025-11,2025-11-01,2025-11-02 00:00:00,12000,Verified
ATT-001845,BEN-0154,OFF-005,Plus,2026-01,2026-01-17,2026-01-19 00:00:00,8000,Verified
ATT-000659,BEN-0053,OFF-001,Plus,2026-05,2026-05-13,2026-05-14 00:00:00,8000,Verified
